Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Pressure Gradient [Pa/m],Model Prediction Pressure Gradient [Pa/m]
Perez (2008),Water,0.2,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,90.0,0.072,3775.06112469437,4426.03272097366
Perez (2008),Water,0.2,0.001,1000.0,Air,1.52,1.8e-05,1.224,0.038,90.0,0.072,3374.08312958435,3981.93483615133
Perez (2008),Water,0.2,0.001,1000.0,Air,2.28,1.8e-05,1.224,0.038,90.0,0.072,3207.82396088019,4090.87178783942
Perez (2008),Water,0.2,0.001,1000.0,Air,3.04,1.8e-05,1.224,0.038,90.0,0.072,3031.78484107579,4495.29952047684
Perez (2008),Water,0.2,0.001,1000.0,Air,3.97,1.8e-05,1.224,0.038,90.0,0.072,2757.94621026894,5188.8985032209
Perez (2008),Water,0.2,0.001,1000.0,Air,4.91,1.8e-05,1.224,0.038,90.0,0.072,2669.92665036674,6006.46053060069
Perez (2008),Water,0.2,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.038,90.0,0.072,2347.18826405868,7883.21270508494
Perez (2008),Water,0.2,0.001,1000.0,Air,9.33,1.8e-05,1.224,0.038,90.0,0.072,2171.14914425427,10442.7086153273
Perez (2008),Water,0.2,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.038,90.0,0.072,2141.80929095354,15671.5966960632
Perez (2008),Water,0.73,0.001,1000.0,Air,0.29,1.8e-05,1.224,0.038,90.0,0.072,7853.30073349633,8132.16426462123
Perez (2008),Water,0.73,0.001,1000.0,Air,0.44,1.8e-05,1.224,0.038,90.0,0.072,7286.06356968215,7520.65943734717
Perez (2008),Water,0.73,0.001,1000.0,Air,0.59,1.8e-05,1.224,0.038,90.0,0.072,6806.84596577017,7053.76986744646
Perez (2008),Water,0.73,0.001,1000.0,Air,0.73,1.8e-05,1.224,0.038,90.0,0.072,6268.94865525672,6714.62611063314
Perez (2008),Water,0.73,0.001,1000.0,Air,0.88,1.8e-05,1.224,0.038,90.0,0.072,5877.75061124694,6430.35974060644
Perez (2008),Water,0.73,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.038,90.0,0.072,5359.41320293398,6051.11925218399
Perez (2008),Water,0.73,0.001,1000.0,Air,1.47,1.8e-05,1.224,0.038,90.0,0.072,5026.89486552567,5825.57292137702
Perez (2008),Water,0.73,0.001,1000.0,Air,2.2,1.8e-05,1.224,0.038,90.0,0.072,4645.47677261613,5701.52923689277
Perez (2008),Water,0.73,0.001,1000.0,Air,2.93,1.8e-05,1.224,0.038,90.0,0.072,4430.31784841075,5919.7033460897
Andritsos (1986),Water,0.00174,0.001,1000.0,Air,2.45,1.8e-05,1.224,0.02515,0.0,0.072,5.577,5.84667441001495
Andritsos (1986),Water,0.00174,0.001,1000.0,Air,3.51,1.8e-05,1.224,0.02515,0.0,0.072,10.57,10.6971944028773
Andritsos (1986),Water,0.00182,0.001,1000.0,Air,4.94,1.8e-05,1.224,0.02515,0.0,0.072,18.82,19.2540383099719
Andritsos (1986),Water,0.00182,0.001,1000.0,Air,7.12,1.8e-05,1.224,0.02515,0.0,0.072,36.0,36.3446119104625
Andritsos (1986),Water,0.00174,0.001,1000.0,Air,10.25,1.8e-05,1.224,0.02515,0.0,0.072,69.95,68.8810105622305
Andritsos (1986),Water,0.00162,0.001,1000.0,Air,12.62,1.8e-05,1.224,0.02515,0.0,0.072,103.7,99.4066231405324
Andritsos (1986),Water,0.001539,0.001,1000.0,Air,17.69,1.8e-05,1.224,0.02515,0.0,0.072,213.9,181.078280049608
Andritsos (1986),Water,0.001539,0.001,1000.0,Air,24.26,1.8e-05,1.224,0.02515,0.0,0.072,384.5,444.54215877438
Andritsos (1986),Water,0.001417,0.001,1000.0,Air,35.2,1.8e-05,1.224,0.02515,0.0,0.072,774.3,786.845352953316
Andritsos (1986),Water,0.001417,0.001,1000.0,Air,51.9,1.8e-05,1.224,0.02515,0.0,0.072,1651.0,1477.47053876233
Andritsos (1986),Water,0.001338,0.001,1000.0,Air,62.87,1.8e-05,1.224,0.02515,0.0,0.072,2373.0,2022.33537413394
Andritsos (1986),Water,0.00182,0.001,1000.0,Air,84.31,1.8e-05,1.224,0.02515,0.0,0.072,4704.0,3376.73233115846
Andritsos (1986),Water,0.00182,0.001,1000.0,Air,107.93,1.8e-05,1.224,0.02515,0.0,0.072,7679.0,5131.67800109008
Andritsos (1986),Water,0.00182,0.001,1000.0,Air,143.83,1.8e-05,1.224,0.02515,0.0,0.072,17430.0,8397.76602070151
Andritsos (1986),Water,0.002021,0.001,1000.0,Air,163.24,1.8e-05,1.224,0.02515,0.0,0.072,24380.0,10492.2152238655
Andritsos (1986),Water,0.002923,0.001,1000.0,Air,1.25,1.8e-05,1.224,0.02515,0.0,0.072,2.296,2.15690285565971
Andritsos (1986),Water,0.002707,0.001,1000.0,Air,2.3,1.8e-05,1.224,0.02515,0.0,0.072,5.492,5.48750167997692
Andritsos (1986),Water,0.002923,0.001,1000.0,Air,3.52,1.8e-05,1.224,0.02515,0.0,0.072,11.08,11.1120823064248
Andritsos (1986),Water,0.002923,0.001,1000.0,Air,5.08,1.8e-05,1.224,0.02515,0.0,0.072,20.39,20.6467284011071
Andritsos (1986),Water,0.003383,0.001,1000.0,Air,6.69,1.8e-05,1.224,0.02515,0.0,0.072,32.89,33.3370632156882
Andritsos (1986),Water,0.003261,0.001,1000.0,Air,9.52,1.8e-05,1.224,0.02515,0.0,0.072,67.18,61.4161673228002
Andritsos (1986),Water,0.003261,0.001,1000.0,Air,12.37,1.8e-05,1.224,0.02515,0.0,0.072,104.4,97.2056843647563
Andritsos (1986),Water,0.00292,0.001,1000.0,Air,17.69,1.8e-05,1.224,0.02515,0.0,0.072,223.3,182.514737572617
Andritsos (1986),Water,0.002917,0.001,1000.0,Air,25.81,1.8e-05,1.224,0.02515,0.0,0.072,446.7,542.242249566419
Andritsos (1986),Water,0.003374,0.001,1000.0,Air,32.45,1.8e-05,1.224,0.02515,0.0,0.072,748.6,781.382998826882
Andritsos (1986),Water,0.0032,0.001,1000.0,Air,44.58,1.8e-05,1.224,0.02515,0.0,0.072,1310.0,1261.00638877077
Andritsos (1986),Water,0.002972,0.001,1000.0,Air,61.31,1.8e-05,1.224,0.02515,0.0,0.072,2394.0,2075.13115932602
Andritsos (1986),Water,0.003341,0.001,1000.0,Air,81.43,1.8e-05,1.224,0.02515,0.0,0.072,5136.0,3331.88390075748
Andritsos (1986),Water,0.003475,0.001,1000.0,Air,105.89,1.8e-05,1.224,0.02515,0.0,0.072,8700.0,5165.31797349091
Andritsos (1986),Water,0.003203,0.001,1000.0,Air,138.25,1.8e-05,1.224,0.02515,0.0,0.072,18830.0,8056.02043682978
Andritsos (1986),Water,0.003033,0.001,1000.0,Air,157.74,1.8e-05,1.224,0.02515,0.0,0.072,26010.0,10060.8094404804
Andritsos (1986),Water,0.006005,0.001,1000.0,Air,1.25,1.8e-05,1.224,0.02515,0.0,0.072,2.6,2.51308235763066
Andritsos (1986),Water,0.006218,0.001,1000.0,Air,2.45,1.8e-05,1.224,0.02515,0.0,0.072,6.049,6.72212902531626
Andritsos (1986),Water,0.006096,0.001,1000.0,Air,3.54,1.8e-05,1.224,0.02515,0.0,0.072,11.94,11.969873006599
Andritsos (1986),Water,0.00621,0.001,1000.0,Air,5.24,1.8e-05,1.224,0.02515,0.0,0.072,23.33,22.8041762786813
Andritsos (1986),Water,0.006005,0.001,1000.0,Air,6.84,1.8e-05,1.224,0.02515,0.0,0.072,36.76,35.6240662328716
Andritsos (1986),Water,0.005903,0.001,1000.0,Air,10.11,1.8e-05,1.224,0.02515,0.0,0.072,76.39,69.5699707209515
Andritsos (1986),Water,0.006431,0.001,1000.0,Air,13.24,1.8e-05,1.224,0.02515,0.0,0.072,137.4,111.494896395857
Andritsos (1986),Water,0.006218,0.001,1000.0,Air,17.53,1.8e-05,1.224,0.02515,0.0,0.072,255.2,182.142082905876
Andritsos (1986),Water,0.006005,0.001,1000.0,Air,24.86,1.8e-05,1.224,0.02515,0.0,0.072,471.2,597.626610613475
Andritsos (1986),Water,0.006672,0.001,1000.0,Air,32.93,1.8e-05,1.224,0.02515,0.0,0.072,813.8,906.996744625749
Andritsos (1986),Water,0.006672,0.001,1000.0,Air,52.97,1.8e-05,1.224,0.02515,0.0,0.072,2035.0,1827.01106162028
Andritsos (1986),Water,0.006443,0.001,1000.0,Air,61.47,1.8e-05,1.224,0.02515,0.0,0.072,2934.1,2284.04015349904
Andritsos (1986),Water,0.006431,0.001,1000.0,Air,80.16,1.8e-05,1.224,0.02515,0.0,0.072,5531.0,3465.51735954685
Andritsos (1986),Water,0.006218,0.001,1000.0,Air,103.42,1.8e-05,1.224,0.02515,0.0,0.072,9655.0,5206.98424180387
Andritsos (1986),Water,0.006096,0.001,1000.0,Air,143.59,1.8e-05,1.224,0.02515,0.0,0.072,20940.0,8935.3832635174
Andritsos (1986),Water,0.006096,0.001,1000.0,Air,151.89,1.8e-05,1.224,0.02515,0.0,0.072,26970.0,9815.75114046578
Andritsos (1986),Water,0.01326,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.02515,0.0,0.072,2.954,2.91986131061846
Andritsos (1986),Water,0.01326,0.001,1000.0,Air,2.37,1.8e-05,1.224,0.02515,0.0,0.072,7.498,7.32208937058609
Andritsos (1986),Water,0.01326,0.001,1000.0,Air,3.51,1.8e-05,1.224,0.02515,0.0,0.072,13.67,13.054677265562
Andritsos (1986),Water,0.01326,0.001,1000.0,Air,5.17,1.8e-05,1.224,0.02515,0.0,0.072,26.61,23.9137428467639
Andritsos (1986),Water,0.01356,0.001,1000.0,Air,6.9,1.8e-05,1.224,0.02515,0.0,0.072,46.63,38.2921048408429
Andritsos (1986),Water,0.01326,0.001,1000.0,Air,10.06,1.8e-05,1.224,0.02515,0.0,0.072,85.43,71.7464309799817
Andritsos (1986),Water,0.01356,0.001,1000.0,Air,13.17,1.8e-05,1.224,0.02515,0.0,0.072,175.8,113.274141059125
Andritsos (1986),Water,0.0143,0.001,1000.0,Air,17.03,1.8e-05,1.224,0.02515,0.0,0.072,314.7,477.392829737241
Andritsos (1986),Water,0.01274,0.001,1000.0,Air,23.64,1.8e-05,1.224,0.02515,0.0,0.072,542.8,685.479926881885
Andritsos (1986),Water,0.01274,0.001,1000.0,Air,32.8,1.8e-05,1.224,0.02515,0.0,0.072,1013.0,1050.43721908258
Andritsos (1986),Water,0.01353,0.001,1000.0,Air,48.43,1.8e-05,1.224,0.02515,0.0,0.072,2232.0,1825.34899573641
Andritsos (1986),Water,0.01353,0.001,1000.0,Air,60.91,1.8e-05,1.224,0.02515,0.0,0.072,3575.0,2541.8878712014
Andritsos (1986),Water,0.01615,0.001,1000.0,Air,79.44,1.8e-05,1.224,0.02515,0.0,0.072,6539.0,3892.43880594823
Andritsos (1986),Water,0.01554,0.001,1000.0,Air,100.37,1.8e-05,1.224,0.02515,0.0,0.072,11010.0,5524.7425614173
Andritsos (1986),Water,0.01344,0.001,1000.0,Air,122.17,1.8e-05,1.224,0.02515,0.0,0.072,20660.0,7380.44213626468
Andritsos (1986),Water,0.01209,0.001,1000.0,Air,148.45,1.8e-05,1.224,0.02515,0.0,0.072,29860.0,9987.3532954837
Andritsos (1986),Water,0.02286,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.02515,0.0,0.072,3.794,3.5951421386319
Andritsos (1986),Water,0.02332,0.001,1000.0,Air,2.46,1.8e-05,1.224,0.02515,0.0,0.072,11.1,8.8029530387168
Andritsos (1986),Water,0.02286,0.001,1000.0,Air,3.5,1.8e-05,1.224,0.02515,0.0,0.072,18.9,14.3033744822156
Andritsos (1986),Water,0.02301,0.001,1000.0,Air,5.14,1.8e-05,1.224,0.02515,0.0,0.072,35.01,26.5504718304063
Andritsos (1986),Water,0.02286,0.001,1000.0,Air,6.9,1.8e-05,1.224,0.02515,0.0,0.072,50.78,42.0503664496385
Andritsos (1986),Water,0.02301,0.001,1000.0,Air,9.78,1.8e-05,1.224,0.02515,0.0,0.072,103.8,74.0040515809474
Andritsos (1986),Water,0.02286,0.001,1000.0,Air,13.37,1.8e-05,1.224,0.02515,0.0,0.072,226.3,124.201240300233
Andritsos (1986),Water,0.0224,0.001,1000.0,Air,17.74,1.8e-05,1.224,0.02515,0.0,0.072,387.2,592.676544827465
Andritsos (1986),Water,0.02192,0.001,1000.0,Air,24.58,1.8e-05,1.224,0.02515,0.0,0.072,685.0,859.672922571498
Andritsos (1986),Water,0.02368,0.001,1000.0,Air,32.64,1.8e-05,1.224,0.02515,0.0,0.072,1254.0,1250.47011223326
Andritsos (1986),Water,0.02368,0.001,1000.0,Air,49.8,1.8e-05,1.224,0.02515,0.0,0.072,2806.0,2170.19458585783
Andritsos (1986),Water,0.02673,0.001,1000.0,Air,57.8,1.8e-05,1.224,0.02515,0.0,0.072,3836.0,2743.43875695352
Andritsos (1986),Water,0.02597,0.001,1000.0,Air,78.85,1.8e-05,1.224,0.02515,0.0,0.072,6078.0,4216.98290272902
Andritsos (1986),Water,0.02518,0.001,1000.0,Air,98.88,1.8e-05,1.224,0.02515,0.0,0.072,11440.0,5841.17824374103
Andritsos (1986),Water,0.02368,0.001,1000.0,Air,126.0,1.8e-05,1.224,0.02515,0.0,0.072,23160.0,8351.18189119857
Andritsos (1986),Water,0.02234,0.001,1000.0,Air,149.48,1.8e-05,1.224,0.02515,0.0,0.072,31610.0,10813.246297551
Andritsos (1986),Water,0.03566,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.02515,0.0,0.072,4.863,4.93097811179976
Andritsos (1986),Water,0.0352,0.001,1000.0,Air,2.46,1.8e-05,1.224,0.02515,0.0,0.072,13.45,11.1670623102458
Andritsos (1986),Water,0.03086,0.001,1000.0,Air,3.46,1.8e-05,1.224,0.02515,0.0,0.072,26.65,16.3985661026676
Andritsos (1986),Water,0.03886,0.001,1000.0,Air,5.05,1.8e-05,1.224,0.02515,0.0,0.072,45.34,30.5379717946405
Andritsos (1986),Water,0.03006,0.001,1000.0,Air,6.81,1.8e-05,1.224,0.02515,0.0,0.072,82.07,43.8956615240967
Andritsos (1986),Water,0.0392,0.001,1000.0,Air,9.37,1.8e-05,1.224,0.02515,0.0,0.072,165.7,76.9140415615217
Andritsos (1986),Water,0.03806,0.001,1000.0,Air,13.65,1.8e-05,1.224,0.02515,0.0,0.072,311.7,563.567644370607
Andritsos (1986),Water,0.04042,0.001,1000.0,Air,17.71,1.8e-05,1.224,0.02515,0.0,0.072,481.2,759.956000822934
Andritsos (1986),Water,0.04042,0.001,1000.0,Air,23.6,1.8e-05,1.224,0.02515,0.0,0.072,871.0,1038.76589569855
Andritsos (1986),Water,0.0367,0.001,1000.0,Air,30.96,1.8e-05,1.224,0.02515,0.0,0.072,1327.0,1365.97337504675
Andritsos (1986),Water,0.03591,0.001,1000.0,Air,44.1,1.8e-05,1.224,0.02515,0.0,0.072,2534.0,2092.07504102401
Andritsos (1986),Water,0.0381,0.001,1000.0,Air,59.41,1.8e-05,1.224,0.02515,0.0,0.072,4328.0,3136.52597409123
Andritsos (1986),Water,0.03627,0.001,1000.0,Air,78.33,1.8e-05,1.224,0.02515,0.0,0.072,7279.0,4510.3368624819
Andritsos (1986),Water,0.03746,0.001,1000.0,Air,98.05,1.8e-05,1.224,0.02515,0.0,0.072,11980.0,6248.08247162684
Andritsos (1986),Water,0.03731,0.001,1000.0,Air,119.41,1.8e-05,1.224,0.02515,0.0,0.072,19820.0,8324.27881119716
Andritsos (1986),Water,0.03219,0.001,1000.0,Air,139.45,1.8e-05,1.224,0.02515,0.0,0.072,27580.0,10237.9772609117
Andritsos (1986),Water,0.0367,0.001,1000.0,Air,146.25,1.8e-05,1.224,0.02515,0.0,0.072,30150.0,11250.550862735
Andritsos (1986),Water,0.062971,0.001,1000.0,Air,1.16,1.8e-05,1.224,0.02515,0.0,0.072,26.72,8.31817843835847
Andritsos (1986),Water,0.06111,0.001,1000.0,Air,2.42,1.8e-05,1.224,0.02515,0.0,0.072,70.38,15.7241137781123
Andritsos (1986),Water,0.0605,0.001,1000.0,Air,3.47,1.8e-05,1.224,0.02515,0.0,0.072,56.87,23.3097237839457
Andritsos (1986),Water,0.06151,0.001,1000.0,Air,5.19,1.8e-05,1.224,0.02515,0.0,0.072,88.69,38.7534371842017
Andritsos (1986),Water,0.06151,0.001,1000.0,Air,6.84,1.8e-05,1.224,0.02515,0.0,0.072,101.4,56.1133597965785
Andritsos (1986),Water,0.06001,0.001,1000.0,Air,9.65,1.8e-05,1.224,0.02515,0.0,0.072,201.4,506.1305771178
Andritsos (1986),Water,0.06081,0.001,1000.0,Air,13.16,1.8e-05,1.224,0.02515,0.0,0.072,364.5,685.653338103666
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,17.06,1.8e-05,1.224,0.02515,0.0,0.072,565.6,893.317266700937
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,23.93,1.8e-05,1.224,0.02515,0.0,0.072,1119.0,1271.10016932786
Andritsos (1986),Water,0.06081,0.001,1000.0,Air,30.87,1.8e-05,1.224,0.02515,0.0,0.072,1720.0,1670.96185313563
Andritsos (1986),Water,0.06151,0.001,1000.0,Air,44.31,1.8e-05,1.224,0.02515,0.0,0.072,3331.0,2550.93701264984
Andritsos (1986),Water,0.06218,0.001,1000.0,Air,58.64,1.8e-05,1.224,0.02515,0.0,0.072,5207.0,3609.51714675848
Andritsos (1986),Water,0.06218,0.001,1000.0,Air,76.99,1.8e-05,1.224,0.02515,0.0,0.072,8418.0,5121.37016017022
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,90.42,1.8e-05,1.224,0.02515,0.0,0.072,1398.0,6327.9949605392
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,124.77,1.8e-05,1.224,0.02515,0.0,0.072,25540.0,9894.48726038767
Andritsos (1986),Water,0.05861,0.001,1000.0,Air,137.71,1.8e-05,1.224,0.02515,0.0,0.072,32900.0,11271.3902853924
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,1.16,1.8e-05,1.224,0.02515,0.0,0.072,88.4,682.483890260647
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,2.42,1.8e-05,1.224,0.02515,0.0,0.072,140.1,2082.30911467106
Andritsos (1986),Water,0.1301,0.001,1000.0,Air,3.54,1.8e-05,1.224,0.02515,0.0,0.072,153.4,323.744643256929
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,4.94,1.8e-05,1.224,0.02515,0.0,0.072,175.1,448.298149806307
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,6.77,1.8e-05,1.224,0.02515,0.0,0.072,243.7,590.810135158278
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,10.15,1.8e-05,1.224,0.02515,0.0,0.072,436.4,850.246201316389
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,13.17,1.8e-05,1.224,0.02515,0.0,0.072,646.1,1081.69937762158
Andritsos (1986),Water,0.1387,0.001,1000.0,Air,16.96,1.8e-05,1.224,0.02515,0.0,0.072,967.5,1369.71858698174
Andritsos (1986),Water,0.1381,0.001,1000.0,Air,25.79,1.8e-05,1.224,0.02515,0.0,0.072,2071.0,2064.89961597101
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,30.43,1.8e-05,1.224,0.02515,0.0,0.072,2633.0,2459.57888177784
Andritsos (1986),Water,0.1244,0.001,1000.0,Air,41.67,1.8e-05,1.224,0.02515,0.0,0.072,5089.0,3240.17691567235
Andritsos (1986),Water,0.142,0.001,1000.0,Air,75.07,1.8e-05,1.224,0.02515,0.0,0.072,10350.0,6743.41322024482
Andritsos (1986),Water,0.1396,0.001,1000.0,Air,92.99,1.8e-05,1.224,0.02515,0.0,0.072,15400.0,8682.69221726373
Andritsos (1986),Water,0.1321,0.001,1000.0,Air,116.68,1.8e-05,1.224,0.02515,0.0,0.072,25960.0,11333.6677746488
Andritsos (1986),Water,0.08614,0.001,1000.0,Air,123.93,1.8e-05,1.224,0.02515,0.0,0.072,27470.0,10709.5315901812
Andritsos (1986),Water,0.1281,0.001,1000.0,Air,133.08,1.8e-05,1.224,0.02515,0.0,0.072,34460.0,13325.38833246
Andritsos (1986),Water,0.292,0.001,1000.0,Air,1.17,1.8e-05,1.224,0.02515,0.0,0.072,192.5,845.688971293294
Andritsos (1986),Water,0.2877,0.001,1000.0,Air,2.51,1.8e-05,1.224,0.02515,0.0,0.072,314.6,2433.67951988733
Andritsos (1986),Water,0.2975,0.001,1000.0,Air,3.5,1.8e-05,1.224,0.02515,0.0,0.072,382.1,3867.46364220361
Andritsos (1986),Water,0.2975,0.001,1000.0,Air,5.18,1.8e-05,1.224,0.02515,0.0,0.072,440.5,6449.50276008154
Andritsos (1986),Water,0.2975,0.001,1000.0,Air,6.89,1.8e-05,1.224,0.02515,0.0,0.072,596.1,1213.7626163031
Andritsos (1986),Water,0.2975,0.001,1000.0,Air,9.7,1.8e-05,1.224,0.02515,0.0,0.072,810.0,1603.42412981721
Andritsos (1986),Water,0.2975,0.001,1000.0,Air,13.22,1.8e-05,1.224,0.02515,0.0,0.072,1191.0,2077.78158862095
Andritsos (1986),Water,0.306,0.001,1000.0,Air,19.21,1.8e-05,1.224,0.02515,0.0,0.072,2159.0,2938.94085209612
Andritsos (1986),Water,0.306,0.001,1000.0,Air,23.21,1.8e-05,1.224,0.02515,0.0,0.072,2745.0,3475.39339626974
Andritsos (1986),Water,0.306,0.001,1000.0,Air,29.25,1.8e-05,1.224,0.02515,0.0,0.072,4010.0,4286.85869670572
Andritsos (1986),Water,0.3097,0.001,1000.0,Air,42.03,1.8e-05,1.224,0.02515,0.0,0.072,6675.0,6084.55579083309
Andritsos (1986),Water,0.3345,0.001,1000.0,Air,54.13,1.8e-05,1.224,0.02515,0.0,0.072,9752.0,8249.81619205527
Andritsos (1986),Water,0.293,0.001,1000.0,Air,73.97,1.8e-05,1.224,0.02515,0.0,0.072,14400.0,10328.4146918702
Andritsos (1986),Water,0.296,0.001,1000.0,Air,89.34,1.8e-05,1.224,0.02515,0.0,0.072,17660.0,12728.6090814218
Andritsos (1986),Water,0.2996,0.001,1000.0,Air,112.81,1.8e-05,1.224,0.02515,0.0,0.072,27890.0,16609.4376765143
Andritsos (1986),Water,0.2624,0.001,1000.0,Air,130.17,1.8e-05,1.224,0.02515,0.0,0.072,34620.0,18164.7282420332
Andritsos (1986),Water,0.06187,0.001,1000.0,Air,0.8,1.8e-05,1.224,0.02515,0.0,0.072,4.408,6.02393349143914
Andritsos (1986),Water,0.06187,0.001,1000.0,Air,2.04,1.8e-05,1.224,0.02515,0.0,0.072,55.04,13.358757763828
Andritsos (1986),Water,0.06187,0.001,1000.0,Air,3.47,1.8e-05,1.224,0.02515,0.0,0.072,61.03,23.6395590985433
Andritsos (1986),Water,0.06187,0.001,1000.0,Air,4.74,1.8e-05,1.224,0.02515,0.0,0.072,74.01,34.5911560238646
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,10.96,1.8e-05,1.224,0.02515,0.0,0.072,256.6,578.612931507376
Andritsos (1986),Water,0.05974,0.001,1000.0,Air,12.32,1.8e-05,1.224,0.02515,0.0,0.072,320.0,637.149520695855
Andritsos (1986),Water,0.06218,0.001,1000.0,Air,17.74,1.8e-05,1.224,0.02515,0.0,0.072,624.6,934.106486606451
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,24.31,1.8e-05,1.224,0.02515,0.0,0.072,1144.0,1292.77140033039
Andritsos (1986),Water,0.06297,0.001,1000.0,Air,32.83,1.8e-05,1.224,0.02515,0.0,0.072,1945.0,1818.13892954455
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,44.71,1.8e-05,1.224,0.02515,0.0,0.072,3412.0,2579.47211875995
Andritsos (1986),Water,0.06066,0.001,1000.0,Air,59.16,1.8e-05,1.224,0.02515,0.0,0.072,5344.0,3618.27795900119
Andritsos (1986),Water,0.05861,0.001,1000.0,Air,78.91,1.8e-05,1.224,0.02515,0.0,0.072,8790.0,5195.56518268182
Andritsos (1986),Water,0.06157,0.001,1000.0,Air,97.72,1.8e-05,1.224,0.02515,0.0,0.072,13710.0,7033.52786803897
Andritsos (1986),Water,0.06221,0.001,1000.0,Air,121.22,1.8e-05,1.224,0.02515,0.0,0.072,22960.0,9521.48777353984
Andritsos (1986),Water,0.06904,0.001,1000.0,Air,137.01,1.8e-05,1.224,0.02515,0.0,0.072,32980.0,11624.4351699475
Andritsos (1986),Water,0.005639,0.001,1000.0,Air,1.12,1.8e-05,1.224,0.02515,0.0,0.072,2.734,2.13385235061743
Andritsos (1986),Water,0.005639,0.001,1000.0,Air,2.06,1.8e-05,1.224,0.02515,0.0,0.072,6.033,5.08553279591203
Andritsos (1986),Water,0.005547,0.001,1000.0,Air,3.27,1.8e-05,1.224,0.02515,0.0,0.072,10.86,10.4308234660204
Andritsos (1986),Water,0.00573,0.001,1000.0,Air,4.49,1.8e-05,1.224,0.02515,0.0,0.072,20.25,17.5386991685731
Andritsos (1986),Water,0.005761,0.001,1000.0,Air,6.99,1.8e-05,1.224,0.02515,0.0,0.072,39.35,36.8766978895651
Andritsos (1986),Water,0.005761,0.001,1000.0,Air,10.64,1.8e-05,1.224,0.02515,0.0,0.072,82.0,75.9410429452092
Andritsos (1986),Water,0.005761,0.001,1000.0,Air,11.71,1.8e-05,1.224,0.02515,0.0,0.072,100.2,89.7011099802118
Andritsos (1986),Water,0.005547,0.001,1000.0,Air,17.83,1.8e-05,1.224,0.02515,0.0,0.072,246.6,187.194888448342
Andritsos (1986),Water,0.005761,0.001,1000.0,Air,24.66,1.8e-05,1.224,0.02515,0.0,0.072,461.4,585.255849277215
Andritsos (1986),Water,0.005755,0.001,1000.0,Air,30.69,1.8e-05,1.224,0.02515,0.0,0.072,658.0,795.37619084972
Andritsos (1986),Water,0.005608,0.001,1000.0,Air,49.53,1.8e-05,1.224,0.02515,0.0,0.072,1846.0,1605.92406469716
Andritsos (1986),Water,0.005755,0.001,1000.0,Air,63.83,1.8e-05,1.224,0.02515,0.0,0.072,3027.0,2385.81019824687
Andritsos (1986),Water,0.005893,0.001,1000.0,Air,81.5,1.8e-05,1.224,0.02515,0.0,0.072,5477.0,3523.96910215691
Andritsos (1986),Water,0.005761,0.001,1000.0,Air,102.38,1.8e-05,1.224,0.02515,0.0,0.072,9159.0,5086.10037904026
Andritsos (1986),Water,0.005861,0.001,1000.0,Air,134.75,1.8e-05,1.224,0.02515,0.0,0.072,22130.0,8014.57026814217
Andritsos (1986),Water,0.005883,0.001,1000.0,Air,155.51,1.8e-05,1.224,0.02515,0.0,0.072,30180.0,10187.282097308
Andritsos (1986),Water,0.02627,0.001,1000.0,Air,1.08,1.8e-05,1.224,0.02515,0.0,0.072,3.626,3.52131110355524
Andritsos (1986),Water,0.02627,0.001,1000.0,Air,2.05,1.8e-05,1.224,0.02515,0.0,0.072,9.458,7.19984238073171
Andritsos (1986),Water,0.02597,0.001,1000.0,Air,3.26,1.8e-05,1.224,0.02515,0.0,0.072,17.54,14.0761192412135
Andritsos (1986),Water,0.02597,0.001,1000.0,Air,4.5,1.8e-05,1.224,0.02515,0.0,0.072,28.83,22.4699845807995
Andritsos (1986),Water,0.0251,0.001,1000.0,Air,7.07,1.8e-05,1.224,0.02515,0.0,0.072,54.1,44.5870463963899
Andritsos (1986),Water,0.02518,0.001,1000.0,Air,9.41,1.8e-05,1.224,0.02515,0.0,0.072,100.1,70.5501046677287
