Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Model Prediction [-],Flow Pattern [-],Flow Pattern Shoham [-],Unified Flow Pattern [-]
Kokal and Stanislav (1989),Oil,2.159619017,0.007,858.0,Air,2.080042726,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,3.167714095,0.007,858.0,Air,2.100317958,1.8e-05,1.2,0.0512,5.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,3.109940275,0.007,858.0,Air,3.232365735,1.8e-05,1.2,0.0512,5.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,1.387710415,0.007,858.0,Air,0.085718151,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,1.427788629,0.007,858.0,Air,0.138614534,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,0.031642664,0.007,858.0,Air,3.016139019,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062253686,0.007,858.0,Air,5.711179932,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031262573,0.007,858.0,Air,5.677710362,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.222557304,0.007,858.0,Air,5.754543801,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.125523468,0.007,858.0,Air,5.810416899,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.06184486,0.007,858.0,Air,13.63919943,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.222172967,0.007,858.0,Air,10.27761107,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031210854,0.007,858.0,Air,10.25114024,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.123480777,0.007,858.0,Air,10.57623089,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.607040083,0.007,858.0,Air,14.38470522,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.125265849,0.007,858.0,Air,14.58948554,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031462159,0.007,858.0,Air,14.32554162,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.913901794,0.007,858.0,Air,16.05770296,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.701587538,0.007,858.0,Air,15.89988669,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.125762244,0.007,858.0,Air,19.04714737,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031223358,0.007,858.0,Air,18.89313915,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.630985713,0.007,858.0,Air,19.69908773,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.375841548,0.007,858.0,Air,19.90536424,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062955444,0.007,858.0,Air,25.86323349,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031293719,0.007,858.0,Air,26.34140461,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.224506273,0.007,858.0,Air,27.13916259,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.12569544,0.007,858.0,Air,27.09558848,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.374091429,0.007,858.0,Air,28.39980921,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.625883501,0.007,858.0,Air,28.90137803,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.378446286,0.007,858.0,Air,9.968366772,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.373983235,0.007,858.0,Air,14.5094412,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.22551273,0.007,858.0,Air,14.26962619,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.222775874,0.007,858.0,Air,18.98053054,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062903968,0.007,858.0,Air,18.34315484,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.06276216,0.007,858.0,Air,10.21228696,1.8e-05,1.2,0.0512,5.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.063312995,0.007,858.0,Air,3.118300709,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.935833164,0.007,858.0,Air,10.77742128,1.8e-05,1.2,0.0512,5.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.212695599,0.007,858.0,Air,0.083629236,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.030766599,0.007,858.0,Air,0.084082271,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.358030579,0.007,858.0,Air,0.085823128,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.120856289,0.007,858.0,Air,0.085624619,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.061217032,0.007,858.0,Air,0.084966483,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.360763568,0.007,858.0,Air,0.134574392,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.030722801,0.007,858.0,Air,0.134438534,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.213401995,0.007,858.0,Air,0.134044929,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.120909878,0.007,858.0,Air,0.136233122,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.061635742,0.007,858.0,Air,0.135777202,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.060973189,0.007,858.0,Air,0.23547716,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.030546358,0.007,858.0,Air,0.235419214,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.213224227,0.007,858.0,Air,0.239290841,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.121304218,0.007,858.0,Air,0.237680959,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.060079098,0.007,858.0,Air,0.426801914,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.030258756,0.007,858.0,Air,0.443028963,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.914123239,0.007,858.0,Air,0.067339799,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.613101873,0.007,858.0,Air,0.085725875,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.907997258,0.007,858.0,Air,0.109630747,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.609939984,0.007,858.0,Air,0.134452959,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.906256977,0.007,858.0,Air,0.197792684,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,1.368139591,0.007,858.0,Air,0.238977436,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.610044016,0.007,858.0,Air,0.241057602,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.367210031,0.007,858.0,Air,0.23886265,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.90451176,0.007,858.0,Air,0.392903354,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,1.355103487,0.007,858.0,Air,0.437934758,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.606810704,0.007,858.0,Air,0.442368543,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.3583961,0.007,858.0,Air,0.44297391,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.219381298,0.007,858.0,Air,0.438751589,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.123494474,0.007,858.0,Air,0.441080501,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.891626678,0.007,858.0,Air,0.838374233,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.601095509,0.007,858.0,Air,0.864208913,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.358231977,0.007,858.0,Air,0.917658668,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.217648199,0.007,858.0,Air,0.909937555,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.122537542,0.007,858.0,Air,0.906962409,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.061942046,0.007,858.0,Air,0.912841076,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,0.031172099,0.007,858.0,Air,0.906613435,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Enlogated Bubble with Dispersed Bubbles,Elongated Bubbles,Intermittent
Kokal and Stanislav (1989),Oil,1.354237755,0.007,858.0,Air,0.889783994,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,1.990552321,0.007,858.0,Air,0.943771315,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,1.364998238,0.007,858.0,Air,1.725612766,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.892457877,0.007,858.0,Air,1.721463772,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.35892782,0.007,858.0,Air,1.758169132,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.122224177,0.007,858.0,Air,1.709847369,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.031478109,0.007,858.0,Air,1.743675524,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.602405357,0.007,858.0,Air,1.773383065,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.062542293,0.007,858.0,Air,1.771201335,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.890159289,0.007,858.0,Air,2.462881652,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.120380103,0.007,858.0,Air,2.411812096,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.061802724,0.007,858.0,Air,2.450073921,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.599165731,0.007,858.0,Air,2.589969099,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.357137118,0.007,858.0,Air,2.659022608,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,1.360950089,0.007,858.0,Air,3.12972859,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.904811908,0.007,858.0,Air,4.799566188,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.609771074,0.007,858.0,Air,5.010585507,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,2.045545494,0.007,858.0,Air,5.451689562,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,1.375898039,0.007,858.0,Air,5.390805796,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.216855386,0.007,858.0,Air,1.705727558,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.214740962,0.007,858.0,Air,2.422505261,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,2.044740965,0.007,858.0,Air,1.785217558,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,2.085205857,0.007,858.0,Air,3.178802741,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.360949802,0.007,858.0,Air,5.098950411,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,0.880401657,0.007,858.0,Air,9.897014539,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Slug Flow,Slug,Intermittent
Kokal and Stanislav (1989),Oil,2.00660721,0.007,858.0,Air,0.082962523,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,1.339452135,0.007,858.0,Air,0.086979241,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.950586319,0.007,858.0,Air,0.088853145,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,1.371835637,0.007,858.0,Air,0.132057946,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.031426774,0.007,858.0,Air,0.130960013,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.945856646,0.007,858.0,Air,0.137991369,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.06116032,0.007,858.0,Air,0.230407353,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.945415653,0.007,858.0,Air,0.247911081,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.031421472,0.007,858.0,Air,0.435079138,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.938207081,0.007,858.0,Air,0.459724925,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.862901582,0.007,858.0,Air,0.897480452,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,2.954555664,0.007,858.0,Air,1.911521334,1.8e-05,1.2,0.0512,9.0,0.031,Dispersed,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,1.395342592,0.007,858.0,Air,0.23867877,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Dispersed Bubbles,Dispersed Bubbles,Dispersed
Kokal and Stanislav (1989),Oil,0.031602812,0.007,858.0,Air,2.535483132,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.223349705,0.007,858.0,Air,5.126867233,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.125711927,0.007,858.0,Air,5.185350681,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.063556275,0.007,858.0,Air,5.406982654,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.03216466,0.007,858.0,Air,5.448060695,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.063076943,0.007,858.0,Air,9.119919547,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031841563,0.007,858.0,Air,9.500567225,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.604808773,0.007,858.0,Air,9.920966413,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.367508509,0.007,858.0,Air,10.13769702,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.220796573,0.007,858.0,Air,10.12589537,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.122579062,0.007,858.0,Air,10.33049054,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.912083103,0.007,858.0,Air,14.00181571,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.2206682,0.007,858.0,Air,13.93631964,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.219765577,0.007,858.0,Air,18.64960976,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.220099235,0.007,858.0,Air,25.09642911,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062440063,0.007,858.0,Air,25.37880579,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.031575014,0.007,858.0,Air,26.49024198,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.124628122,0.007,858.0,Air,26.66590866,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.358844184,0.007,858.0,Air,28.08333311,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.03177808,0.007,858.0,Air,14.28654041,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.03177808,0.007,858.0,Air,17.71304261,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062480527,0.007,858.0,Air,14.40118547,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.062480527,0.007,858.0,Air,18.68187047,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.122846193,0.007,858.0,Air,14.51675051,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.121648395,0.007,858.0,Air,17.59658563,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.360949802,0.007,858.0,Air,13.95812958,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.357430402,0.007,858.0,Air,19.38002259,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.612680478,0.007,858.0,Air,14.7322159,1.8e-05,1.2,0.0512,9.0,0.031,Intermittent,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.600790981,0.007,858.0,Air,18.89809397,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.589132207,0.007,858.0,Air,26.84070864,1.8e-05,1.2,0.0512,9.0,0.031,Annular,Annular,Annular,Annular
Kokal and Stanislav (1989),Oil,0.92377703,0.007,858.0,Air,0.08776249,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.605389274,0.007,858.0,Air,0.087549142,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.366730247,0.007,858.0,Air,0.087317829,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.212885348,0.007,858.0,Air,0.089024449,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.123358356,0.007,858.0,Air,0.088977183,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.061445936,0.007,858.0,Air,0.087749674,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.030374362,0.007,858.0,Air,0.087293084,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.919845235,0.007,858.0,Air,0.14035309,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.605208143,0.007,858.0,Air,0.139469992,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
Kokal and Stanislav (1989),Oil,0.366491273,0.007,858.0,Air,0.138716176,1.8e-05,1.2,0.0512,-9.0,0.031,Stratified,Stratified,Smooth Stratified,Stratified
